person,condition,RT,FI,stimulus,included
34,after,256,46.6,21,TRUE
34,after,219,46.6,22,TRUE
34,after,305,46.6,23,TRUE
34,after,290,46.6,24,TRUE
34,after,224,46.6,25,TRUE
34,after,294,46.6,26,TRUE
34,after,231,46.6,27,TRUE
34,after,251,46.6,28,TRUE
35,before,255,39.2,1,FALSE
35,before,259,39.2,2,FALSE
35,before,246,39.2,3,FALSE
35,before,249,39.2,4,FALSE
35,before,301,39.2,5,TRUE
35,before,271,39.2,6,TRUE
35,before,272,39.2,7,TRUE
35,before,257,39.2,8,TRUE
35,before,235,39.2,9,TRUE
35,before,271,39.2,10,TRUE
35,before,240,39.2,11,TRUE
35,before,259,39.2,12,TRUE
35,before,241,39.2,13,TRUE
35,before,250,39.2,14,TRUE
35,before,295,39.2,15,TRUE
35,before,244,39.2,16,TRUE
35,before,243,39.2,17,TRUE
35,before,227,39.2,18,TRUE
35,before,277,39.2,19,TRUE
35,before,281,39.2,20,TRUE
35,before,260,39.2,21,TRUE
35,before,250,39.2,22,TRUE
35,before,249,39.2,23,TRUE
35,before,236,39.2,24,TRUE
35,before,278,39.2,25,TRUE
35,before,248,39.2,26,TRUE
35,before,256,39.2,27,TRUE
35,before,253,39.2,28,TRUE
35,after,213,39.2,1,FALSE
35,after,262,39.2,2,FALSE
35,after,320,39.2,3,FALSE
35,after,239,39.2,4,FALSE
35,after,216,39.2,5,TRUE
35,after,306,39.2,6,TRUE
35,after,245,39.2,7,TRUE
35,after,196,39.2,8,TRUE
35,after,215,39.2,9,TRUE
35,after,216,39.2,10,TRUE
35,after,235,39.2,11,TRUE
35,after,220,39.2,12,TRUE
35,after,222,39.2,13,TRUE
35,after,216,39.2,14,TRUE
35,after,226,39.2,15,TRUE
35,after,235,39.2,16,TRUE
35,after,258,39.2,17,TRUE
35,after,247,39.2,18,TRUE
35,after,215,39.2,19,TRUE
35,after,304,39.2,20,TRUE
35,after,236,39.2,21,TRUE
35,after,205,39.2,22,TRUE
35,after,213,39.2,23,TRUE
35,after,215,39.2,24,TRUE
35,after,306,39.2,25,TRUE
35,after,211,39.2,26,TRUE
35,after,218,39.2,27,TRUE
35,after,233,39.2,28,TRUE
36,before,320,42.9,1,FALSE
36,before,258,42.9,2,FALSE
36,before,295,42.9,3,FALSE
36,before,288,42.9,4,FALSE
36,before,274,42.9,5,TRUE
36,before,261,42.9,6,TRUE
36,before,301,42.9,7,TRUE
36,before,317,42.9,8,TRUE
36,before,369,42.9,9,TRUE
36,before,253,42.9,10,TRUE
36,before,279,42.9,11,TRUE
36,before,254,42.9,12,TRUE
36,before,236,42.9,13,TRUE
36,before,248,42.9,14,TRUE
36,before,250,42.9,15,TRUE
36,before,311,42.9,16,TRUE
36,before,238,42.9,17,TRUE
36,before,291,42.9,18,TRUE
36,before,265,42.9,19,TRUE
36,before,241,42.9,20,TRUE
36,before,253,42.9,21,TRUE
36,before,214,42.9,22,TRUE
36,before,286,42.9,23,TRUE
36,before,263,42.9,24,TRUE
36,before,252,42.9,25,TRUE
36,before,373,42.9,26,TRUE
36,before,251,42.9,27,TRUE
36,before,342,42.9,28,TRUE
36,after,381,42.9,1,FALSE
36,after,241,42.9,2,FALSE
36,after,220,42.9,3,FALSE
36,after,332,42.9,4,FALSE
36,after,348,42.9,5,TRUE
36,after,311,42.9,6,TRUE
36,after,230,42.9,7,TRUE
36,after,250,42.9,8,TRUE
36,after,308,42.9,9,TRUE
36,after,218,42.9,10,TRUE
36,after,286,42.9,11,TRUE
36,after,289,42.9,12,TRUE
36,after,230,42.9,13,TRUE
36,after,258,42.9,14,TRUE
36,after,288,42.9,15,TRUE
36,after,535,42.9,16,TRUE
36,after,261,42.9,17,TRUE
36,after,228,42.9,18,TRUE
36,after,305,42.9,19,TRUE
36,after,264,42.9,20,TRUE
36,after,240,42.9,21,TRUE
36,after,243,42.9,22,TRUE
36,after,281,42.9,23,TRUE
36,after,299,42.9,24,TRUE
36,after,327,42.9,25,TRUE
36,after,267,42.9,26,TRUE
36,after,257,42.9,27,TRUE
36,after,234,42.9,28,TRUE
37,before,323,45.4,1,FALSE
37,before,260,45.4,2,FALSE
37,before,257,45.4,3,FALSE
37,before,252,45.4,4,FALSE
37,before,227,45.4,5,TRUE
37,before,192,45.4,6,TRUE
37,before,239,45.4,7,TRUE
37,before,324,45.4,8,TRUE
37,before,223,45.4,9,TRUE
37,before,258,45.4,10,TRUE
37,before,265,45.4,11,TRUE
37,before,226,45.4,12,TRUE
37,before,281,45.4,13,TRUE
37,before,285,45.4,14,TRUE
37,before,243,45.4,15,TRUE
37,before,282,45.4,16,TRUE
37,before,234,45.4,17,TRUE
37,before,288,45.4,18,TRUE
37,before,212,45.4,19,TRUE
37,before,277,45.4,20,TRUE
37,before,280,45.4,21,TRUE
37,before,294,45.4,22,TRUE
37,before,247,45.4,23,TRUE
37,before,304,45.4,24,TRUE
37,before,263,45.4,25,TRUE
37,before,266,45.4,26,TRUE
37,before,198,45.4,27,TRUE
37,before,214,45.4,28,TRUE
37,after,264,45.4,1,FALSE
37,after,215,45.4,2,FALSE
37,after,213,45.4,3,FALSE
37,after,273,45.4,4,FALSE
37,after,242,45.4,5,TRUE
37,after,247,45.4,6,TRUE
37,after,254,45.4,7,TRUE
37,after,244,45.4,8,TRUE
37,after,196,45.4,9,TRUE
37,after,181,45.4,10,TRUE
37,after,243,45.4,11,TRUE
37,after,209,45.4,12,TRUE
37,after,229,45.4,13,TRUE
37,after,229,45.4,14,TRUE
37,after,230,45.4,15,TRUE
37,after,267,45.4,16,TRUE
37,after,263,45.4,17,TRUE
37,after,264,45.4,18,TRUE
37,after,263,45.4,19,TRUE
37,after,253,45.4,20,TRUE
37,after,264,45.4,21,TRUE
37,after,241,45.4,22,TRUE
37,after,217,45.4,23,TRUE
37,after,281,45.4,24,TRUE
37,after,300,45.4,25,TRUE
37,after,232,45.4,26,TRUE
37,after,224,45.4,27,TRUE
37,after,208,45.4,28,TRUE
38,before,409,55.2,1,FALSE
38,before,224,55.2,2,FALSE
38,before,257,55.2,3,FALSE
38,before,259,55.2,4,FALSE
38,before,227,55.2,5,TRUE
38,before,223,55.2,6,TRUE
38,before,268,55.2,7,TRUE
38,before,242,55.2,8,TRUE
38,before,236,55.2,9,TRUE
38,before,231,55.2,10,TRUE
38,before,289,55.2,11,TRUE
38,before,278,55.2,12,TRUE
38,before,292,55.2,13,TRUE
38,before,216,55.2,14,TRUE
38,before,225,55.2,15,TRUE
38,before,295,55.2,16,TRUE
38,before,225,55.2,17,TRUE
38,before,284,55.2,18,TRUE
38,before,230,55.2,19,TRUE
38,before,301,55.2,20,TRUE
38,before,244,55.2,21,TRUE
38,before,263,55.2,22,TRUE
38,before,220,55.2,23,TRUE
38,before,257,55.2,24,TRUE
38,before,275,55.2,25,TRUE
38,before,245,55.2,26,TRUE
38,before,262,55.2,27,TRUE
38,before,401,55.2,28,TRUE
38,after,250,55.2,1,FALSE
38,after,223,55.2,2,FALSE
38,after,275,55.2,3,FALSE
38,after,212,55.2,4,FALSE
38,after,244,55.2,5,TRUE
38,after,330,55.2,6,TRUE
38,after,265,55.2,7,TRUE
38,after,252,55.2,8,TRUE
38,after,241,55.2,9,TRUE
38,after,298,55.2,10,TRUE
38,after,268,55.2,11,TRUE
38,after,302,55.2,12,TRUE
38,after,204,55.2,13,TRUE
38,after,218,55.2,14,TRUE
38,after,227,55.2,15,TRUE
38,after,236,55.2,16,TRUE
38,after,220,55.2,17,TRUE
38,after,294,55.2,18,TRUE
38,after,260,55.2,19,TRUE
38,after,389,55.2,20,TRUE
38,after,295,55.2,21,TRUE
38,after,308,55.2,22,TRUE
38,after,295,55.2,23,TRUE
38,after,356,55.2,24,TRUE
38,after,255,55.2,25,TRUE
38,after,341,55.2,26,TRUE
38,after,267,55.2,27,TRUE
38,after,377,55.2,28,TRUE
39,before,231,32.1,1,FALSE
39,before,245,32.1,2,FALSE
39,before,252,32.1,3,FALSE
39,before,226,32.1,4,FALSE
39,before,254,32.1,5,TRUE
39,before,247,32.1,6,TRUE
39,before,240,32.1,7,TRUE
39,before,244,32.1,8,TRUE
39,before,214,32.1,9,TRUE
39,before,214,32.1,10,TRUE
39,before,235,32.1,11,TRUE
39,before,218,32.1,12,TRUE
39,before,228,32.1,13,TRUE
39,before,212,32.1,14,TRUE
39,before,235,32.1,15,TRUE
39,before,234,32.1,16,TRUE
39,before,278,32.1,17,TRUE
39,before,301,32.1,18,TRUE
39,before,242,32.1,19,TRUE
39,before,264,32.1,20,TRUE
39,before,262,32.1,21,TRUE
39,before,224,32.1,22,TRUE
39,before,233,32.1,23,TRUE
39,before,267,32.1,24,TRUE
39,before,284,32.1,25,TRUE
39,before,254,32.1,26,TRUE
39,before,244,32.1,27,TRUE
39,before,229,32.1,28,TRUE
39,after,229,32.1,1,FALSE
39,after,230,32.1,2,FALSE
39,after,225,32.1,3,FALSE
39,after,254,32.1,4,FALSE
39,after,241,32.1,5,TRUE
39,after,251,32.1,6,TRUE
39,after,249,32.1,7,TRUE
39,after,220,32.1,8,TRUE
39,after,227,32.1,9,TRUE
39,after,215,32.1,10,TRUE
39,after,229,32.1,11,TRUE
39,after,208,32.1,12,TRUE
39,after,240,32.1,13,TRUE
39,after,308,32.1,14,TRUE
39,after,287,32.1,15,TRUE
39,after,283,32.1,16,TRUE
39,after,258,32.1,17,TRUE
39,after,300,32.1,18,TRUE
39,after,260,32.1,19,TRUE
39,after,236,32.1,20,TRUE
39,after,276,32.1,21,TRUE
39,after,216,32.1,22,TRUE
39,after,245,32.1,23,TRUE
39,after,243,32.1,24,TRUE
39,after,284,32.1,25,TRUE
39,after,251,32.1,26,TRUE
39,after,253,32.1,27,TRUE
39,after,241,32.1,28,TRUE
40,before,236,34.1,1,FALSE
40,before,245,34.1,2,FALSE
40,before,226,34.1,3,FALSE
40,before,261,34.1,4,FALSE
40,before,245,34.1,5,TRUE
40,before,250,34.1,6,TRUE
40,before,262,34.1,7,TRUE
40,before,277,34.1,8,TRUE
40,before,264,34.1,9,TRUE
40,before,264,34.1,10,TRUE
40,before,245,34.1,11,TRUE
40,before,310,34.1,12,TRUE
40,before,239,34.1,13,TRUE
40,before,248,34.1,14,TRUE
40,before,266,34.1,15,TRUE
40,before,256,34.1,16,TRUE
40,before,254,34.1,17,TRUE
40,before,288,34.1,18,TRUE
40,before,290,34.1,19,TRUE
40,before,271,34.1,20,TRUE
40,before,306,34.1,21,TRUE
40,before,299,34.1,22,TRUE
40,before,278,34.1,23,TRUE
40,before,269,34.1,24,TRUE
40,before,291,34.1,25,TRUE
40,before,243,34.1,26,TRUE
40,before,247,34.1,27,TRUE
40,before,273,34.1,28,TRUE
40,after,333,34.1,1,FALSE
40,after,254,34.1,2,FALSE
40,after,265,34.1,3,FALSE
40,after,243,34.1,4,FALSE
40,after,248,34.1,5,TRUE
40,after,283,34.1,6,FALSE
40,after,399,34.1,7,TRUE
40,after,267,34.1,8,TRUE
40,after,329,34.1,9,TRUE
40,after,373,34.1,10,TRUE
40,after,370,34.1,11,TRUE
40,after,327,34.1,12,TRUE
40,after,244,34.1,13,TRUE
40,after,249,34.1,14,TRUE
40,after,266,34.1,15,TRUE
40,after,307,34.1,16,TRUE
40,after,277,34.1,17,TRUE
40,after,253,34.1,18,TRUE
40,after,257,34.1,19,TRUE
40,after,280,34.1,20,TRUE
40,after,274,34.1,21,TRUE
40,after,288,34.1,22,TRUE
40,after,236,34.1,23,TRUE
40,after,232,34.1,24,TRUE
40,after,252,34.1,25,TRUE
40,after,229,34.1,26,TRUE
40,after,230,34.1,27,TRUE
40,after,273,34.1,28,TRUE
41,before,345,42.7,1,FALSE
41,before,289,42.7,2,FALSE
41,before,249,42.7,3,FALSE
41,before,325,42.7,4,FALSE
41,before,316,42.7,5,TRUE
41,before,345,42.7,6,TRUE
41,before,278,42.7,7,TRUE
41,before,307,42.7,8,TRUE
41,before,294,42.7,9,TRUE
41,before,277,42.7,10,TRUE
41,before,239,42.7,11,TRUE
41,before,272,42.7,12,TRUE
41,before,255,42.7,13,TRUE
41,before,289,42.7,14,TRUE
41,before,278,42.7,15,TRUE
41,before,327,42.7,16,TRUE
41,before,281,42.7,17,TRUE
41,before,266,42.7,18,TRUE
41,before,307,42.7,19,TRUE
41,before,335,42.7,20,TRUE
41,before,300,42.7,21,TRUE
41,before,285,42.7,22,TRUE
41,before,362,42.7,23,TRUE
41,before,321,42.7,24,TRUE
41,before,363,42.7,25,TRUE
41,before,374,42.7,26,TRUE
41,before,289,42.7,27,TRUE
41,before,253,42.7,28,TRUE
41,after,268,42.7,1,FALSE
41,after,248,42.7,2,FALSE
41,after,306,42.7,3,FALSE
41,after,225,42.7,4,FALSE
41,after,334,42.7,5,TRUE
41,after,281,42.7,6,TRUE
41,after,350,42.7,7,TRUE
41,after,253,42.7,8,TRUE
41,after,287,42.7,9,TRUE
41,after,283,42.7,10,TRUE
41,after,263,42.7,11,TRUE
41,after,247,42.7,12,TRUE
41,after,275,42.7,13,TRUE
41,after,391,42.7,14,TRUE
41,after,297,42.7,15,TRUE
41,after,247,42.7,16,TRUE
41,after,303,42.7,17,TRUE
41,after,235,42.7,18,TRUE
41,after,284,42.7,19,TRUE
41,after,253,42.7,20,TRUE
41,after,316,42.7,21,TRUE
41,after,293,42.7,22,TRUE
41,after,221,42.7,23,TRUE
41,after,254,42.7,24,TRUE
41,after,259,42.7,25,TRUE
41,after,326,42.7,26,TRUE
41,after,230,42.7,27,TRUE
41,after,243,42.7,28,TRUE
42,before,292,33.2,1,FALSE
42,before,275,33.2,2,FALSE
42,before,293,33.2,3,FALSE
42,before,343,33.2,4,FALSE
42,before,236,33.2,5,TRUE
42,before,320,33.2,6,TRUE
42,before,295,33.2,7,TRUE
42,before,330,33.2,8,TRUE
42,before,287,33.2,9,TRUE
42,before,290,33.2,10,TRUE
42,before,281,33.2,11,TRUE
42,before,266,33.2,12,TRUE
42,before,384,33.2,13,TRUE
42,before,248,33.2,14,TRUE
42,before,277,33.2,15,TRUE
42,before,265,33.2,16,TRUE
42,before,301,33.2,17,TRUE
42,before,324,33.2,18,TRUE
42,before,235,33.2,19,TRUE
42,before,298,33.2,20,TRUE
42,before,302,33.2,21,TRUE
42,before,273,33.2,22,TRUE
42,before,250,33.2,23,TRUE
42,before,282,33.2,24,TRUE
42,before,262,33.2,25,TRUE
42,before,278,33.2,26,TRUE
42,before,276,33.2,27,TRUE
42,before,259,33.2,28,TRUE
42,after,345,33.2,1,FALSE
42,after,260,33.2,2,FALSE
42,after,267,33.2,3,FALSE
42,after,231,33.2,4,FALSE
42,after,240,33.2,5,TRUE
42,after,263,33.2,6,TRUE
42,after,240,33.2,7,TRUE
42,after,263,33.2,8,TRUE
42,after,229,33.2,9,TRUE
42,after,254,33.2,10,TRUE
42,after,279,33.2,11,TRUE
42,after,303,33.2,12,TRUE
42,after,237,33.2,13,TRUE
42,after,264,33.2,14,TRUE
42,after,233,33.2,15,TRUE
42,after,240,33.2,16,TRUE
42,after,235,33.2,17,TRUE
42,after,229,33.2,18,TRUE
42,after,198,33.2,19,TRUE
42,after,241,33.2,20,TRUE
42,after,235,33.2,21,TRUE
42,after,238,33.2,22,TRUE
42,after,228,33.2,23,TRUE
42,after,230,33.2,24,TRUE
42,after,273,33.2,25,TRUE
42,after,235,33.2,26,TRUE
42,after,203,33.2,27,TRUE
42,after,218,33.2,28,TRUE
43,before,308,52.3,1,FALSE
43,before,423,52.3,2,FALSE
43,before,399,52.3,3,FALSE
43,before,326,52.3,4,FALSE
43,before,438,52.3,5,TRUE
43,before,312,52.3,6,TRUE
43,before,439,52.3,7,TRUE
43,before,432,52.3,8,TRUE
43,before,274,52.3,9,TRUE
43,before,326,52.3,10,TRUE
43,before,384,52.3,11,TRUE
43,before,385,52.3,12,TRUE
43,before,392,52.3,13,TRUE
43,before,385,52.3,14,TRUE
43,before,553,52.3,15,TRUE
43,before,477,52.3,16,TRUE
43,before,338,52.3,17,TRUE
43,before,401,52.3,18,TRUE
43,before,430,52.3,19,TRUE
43,before,492,52.3,20,TRUE
43,before,385,52.3,21,TRUE
43,before,353,52.3,22,TRUE
43,before,382,52.3,23,TRUE
43,before,372,52.3,24,TRUE
43,before,432,52.3,25,TRUE
43,before,383,52.3,26,TRUE
43,before,345,52.3,27,TRUE
43,before,385,52.3,28,TRUE
43,after,346,52.3,1,FALSE
43,after,312,52.3,2,FALSE
43,after,311,52.3,3,FALSE
43,after,416,52.3,4,FALSE
43,after,411,52.3,5,TRUE
43,after,383,52.3,6,TRUE
43,after,387,52.3,7,TRUE
43,after,345,52.3,8,TRUE
43,after,480,52.3,9,TRUE
43,after,440,52.3,10,TRUE
43,after,348,52.3,11,TRUE
43,after,452,52.3,12,TRUE
43,after,382,52.3,13,TRUE
43,after,417,52.3,14,TRUE
43,after,506,52.3,15,TRUE
43,after,717,52.3,16,TRUE
43,after,489,52.3,17,TRUE
43,after,541,52.3,18,TRUE
43,after,486,52.3,19,TRUE
43,after,444,52.3,20,TRUE
43,after,405,52.3,21,TRUE
43,after,456,52.3,22,TRUE
43,after,413,52.3,23,TRUE
43,after,328,52.3,24,TRUE
43,after,434,52.3,25,TRUE
43,after,444,52.3,26,TRUE
43,after,358,52.3,27,TRUE
43,after,393,52.3,28,TRUE
44,before,274,44,1,FALSE
44,before,327,44,2,FALSE
44,before,298,44,3,FALSE
44,before,249,44,4,FALSE
44,before,271,44,5,TRUE
44,before,262,44,6,TRUE
44,before,267,44,7,TRUE
44,before,330,44,8,TRUE
44,before,253,44,9,TRUE
44,before,309,44,10,TRUE
44,before,272,44,11,TRUE
44,before,254,44,12,TRUE
44,before,239,44,13,TRUE
44,before,220,44,14,TRUE
44,before,226,44,15,TRUE
44,before,245,44,16,TRUE
44,before,245,44,17,TRUE
44,before,232,44,18,TRUE
44,before,227,44,19,TRUE
44,before,269,44,20,TRUE
44,before,283,44,21,TRUE
44,before,243,44,22,TRUE
44,before,246,44,23,TRUE
44,before,188,44,24,TRUE
44,before,196,44,25,TRUE
44,before,210,44,26,TRUE
44,before,228,44,27,TRUE
44,before,218,44,28,TRUE
44,after,450,44,1,FALSE
44,after,321,44,2,FALSE
44,after,305,44,3,FALSE
44,after,270,44,4,FALSE
44,after,253,44,5,TRUE
44,after,368,44,6,TRUE
44,after,254,44,7,TRUE
44,after,288,44,8,TRUE
44,after,288,44,9,TRUE
44,after,281,44,10,TRUE
44,after,253,44,11,TRUE
44,after,275,44,12,TRUE
44,after,218,44,13,TRUE
44,after,254,44,14,TRUE
44,after,250,44,15,TRUE
44,after,254,44,16,TRUE
44,after,286,44,17,TRUE
44,after,258,44,18,TRUE
44,after,215,44,19,TRUE
44,after,253,44,20,TRUE
44,after,255,44,21,TRUE
44,after,265,44,22,TRUE
44,after,267,44,23,TRUE
44,after,412,44,24,TRUE
44,after,243,44,25,TRUE
44,after,213,44,26,TRUE
44,after,245,44,27,TRUE
44,after,235,44,28,TRUE
45,before,311,54.8,1,FALSE
45,before,255,54.8,2,FALSE
45,before,286,54.8,3,FALSE
45,before,255,54.8,4,FALSE
45,before,200,54.8,5,TRUE
45,before,233,54.8,6,TRUE
45,before,273,54.8,7,TRUE
45,before,280,54.8,8,TRUE
45,before,228,54.8,9,TRUE
45,before,233,54.8,10,TRUE
45,before,220,54.8,11,TRUE
45,before,211,54.8,12,TRUE
45,before,231,54.8,13,TRUE
45,before,214,54.8,14,TRUE
45,before,287,54.8,15,TRUE
45,before,208,54.8,16,TRUE
45,before,227,54.8,17,TRUE
45,before,229,54.8,18,TRUE
45,before,235,54.8,19,TRUE
45,before,251,54.8,20,TRUE
45,before,213,54.8,21,TRUE
45,before,252,54.8,22,TRUE
45,before,212,54.8,23,TRUE
45,before,225,54.8,24,TRUE
45,before,234,54.8,25,TRUE
45,before,243,54.8,26,TRUE
45,before,225,54.8,27,TRUE
45,before,243,54.8,28,TRUE
45,after,822,54.8,1,FALSE
45,after,357,54.8,2,FALSE
45,after,328,54.8,3,FALSE
45,after,242,54.8,4,FALSE
45,after,255,54.8,5,TRUE
45,after,275,54.8,6,TRUE
45,after,268,54.8,7,TRUE
45,after,267,54.8,8,TRUE
45,after,228,54.8,9,TRUE
45,after,265,54.8,10,TRUE
45,after,259,54.8,11,TRUE
45,after,316,54.8,12,TRUE
45,after,307,54.8,13,TRUE
45,after,270,54.8,14,TRUE
45,after,265,54.8,15,TRUE
45,after,437,54.8,16,TRUE
45,after,252,54.8,17,TRUE
45,after,242,54.8,18,TRUE
45,after,257,54.8,19,TRUE
45,after,239,54.8,20,TRUE
45,after,271,54.8,21,TRUE
45,after,236,54.8,22,TRUE
45,after,265,54.8,23,TRUE
45,after,289,54.8,24,TRUE
45,after,292,54.8,25,TRUE
45,after,256,54.8,26,TRUE
45,after,254,54.8,27,TRUE
45,after,275,54.8,28,TRUE
